,Recency,Frequency,Monetory,Cluster
902,81,136,557387.0,0
903,9,34,87105.0,0
904,6,175,80312.0,0
905,8,33,20514.0,0
906,45,14,20097.0,0
907,16,82,223467.0,0
908,85,49,88330.0,6
909,355,82,154749.0,1
910,19,38,31788.0,0
911,50,176,114732.0,0
912,174,44,23149.0,6
913,20,84,44882.0,0
914,16,27,32256.0,0
915,10,341,301260.0,2
916,206,33,166045.0,6
917,52,26,37730.0,0
918,25,46,100339.0,0
919,11,130,816798.0,0
920,26,85,204024.0,0
921,20,23,55581.0,0
922,18,10,12830.0,0
923,13,53,118173.0,0
924,18,24,16574.0,0
925,9,10,78156.0,0
926,9,179,368244.0,0
927,20,21,42546.0,0
928,20,89,287131.0,0
929,40,58,137007.0,0
930,15,16,28848.0,0
931,19,129,243448.0,0
932,53,26,55811.0,0
933,6,166,89523.0,0
934,50,41,20354.0,0
935,4,263,665586.0,2
936,79,19,36152.0,6
937,50,99,98032.0,0
938,10,23,54495.0,0
939,27,27,24371.0,0
940,16,43,39255.0,0
941,50,98,80295.0,0
942,14,228,136525.0,0
943,11,76,157264.0,0
944,11,201,185589.0,0
945,79,24,48896.0,6
946,50,44,69579.0,0
947,175,13,31318.0,6
948,117,19,39003.0,6
949,9,85,82862.0,0
950,46,19,36916.0,0
951,60,94,226622.0,0
952,19,59,982153.0,0
953,6,80,273371.0,0
954,102,11,236710.0,6
955,16,147,259986.0,0
956,9,188,196569.0,0
957,10,62,140524.0,0
958,9,64,124560.0,0
959,14,100,101468.0,0
960,21,8,18081.0,0
961,81,40,144944.0,6
962,15,66,44292.0,0
963,11,28,64182.0,0
964,20,148,359523.0,0
965,121,5,35050.0,6
966,40,80,216898.0,0
967,169,23,41181.0,6
968,10,98,221620.0,0
969,131,6,10773.0,6
970,51,63,137507.0,0
971,16,166,380221.0,0
972,115,56,125963.0,6
973,19,49,64870.0,0
974,130,16,45773.0,6
975,69,111,312014.0,0
976,203,108,205115.0,6
977,15,58,113316.0,0
978,180,13,23450.0,6
979,40,12,10361.0,0
980,150,87,38604.0,6
981,3,501,813765.0,2
982,51,9,32918.0,0
983,81,25,49196.0,6
984,18,15,1114.0,0
985,9,65,46210.0,0
986,13,25,64644.0,0
987,152,16,68568.0,6
988,2,211,398404.0,0
989,10,57,102345.0,0
990,14,3,6302.0,0
991,108,31,8611.0,6
992,4,37,263771.0,0
993,183,8,10575.0,6
994,10,6,111008.0,0
995,10,9,19737.0,0
996,25,54,208972.0,0
997,327,4,-3470.0,1
998,5,571,9351019.0,5
999,9,90,329089.0,0
1000,39,12,23415.0,0
1001,13,14,32972.0,0
1002,11,197,343530.0,0
1003,326,1,10050.0,1
1004,7,135,300960.0,0
1005,8,28,91646.0,0
1006,18,20,44267.0,0
1007,171,48,98208.0,6
1008,272,50,46103.0,1
1009,4,346,793704.0,2
1010,9,8,25044.0,0
1011,15,13,31803.0,0
1012,16,10,42674.0,0
1013,19,108,135009.0,0
1014,270,21,18037.0,1
1015,9,103,233202.0,0
1016,77,12,42935.0,6
1017,20,60,133651.0,0
1018,107,43,101464.0,6
1019,9,28,67663.0,0
1020,17,86,306071.0,0
1021,45,6,22258.0,0
1022,18,118,211244.0,0
1023,39,42,169880.0,0
1024,9,20,42231.0,0
1025,9,63,124411.0,0
1026,43,43,94918.0,0
1027,15,38,73505.0,0
1028,9,33,71265.0,0
1029,25,208,335348.0,0
1030,6,194,98342.0,0
1031,203,30,38331.0,6
1032,23,3,23076.0,0
1033,241,23,56822.0,1
1034,15,35,76348.0,0
1035,11,323,362401.0,2
1036,4,42,253351.0,0
1037,11,72,178646.0,0
1038,74,26,53216.0,6
1039,617,1,8128.0,1
1040,16,28,113535.0,0
1041,55,24,192831.0,0
1042,200,9,38231.0,6
1043,12,76,171521.0,0
1044,170,35,97703.0,6
1045,13,12,35080.0,0
1046,4,343,270345.0,2
1047,3,143,674198.0,0
1048,19,117,408638.0,0
1049,35,25,78531.0,0
1050,55,57,37927.0,0
1051,51,70,141470.0,0
1052,15,13,21760.0,0
1053,40,17,188267.0,0
1054,19,207,202046.0,0
1055,3,399,2017058.0,2
1056,3,143,337083.0,0
1057,10,120,340990.0,0
1058,9,177,139413.0,0
1059,82,22,45131.0,6
1060,1,213,2657603.0,2
1061,112,9,21402.0,6
1062,8,57,48415.0,0
1063,16,17,14500.0,0
1064,10,115,107942.0,0
1065,11,31,371170.0,0
1066,368,7,28776.0,1
1067,81,31,49819.0,6
1068,5,44,76546.0,0
1069,12,16,161456.0,0
1070,10,13,24037.0,0
1071,4,438,4832240.0,2
1072,117,39,89832.0,6
1073,18,33,72624.0,0
1074,10,23,42847.0,0
1075,48,62,585042.0,0
1076,169,17,35476.0,6
1077,9,137,340085.0,0
1078,55,13,177752.0,0
1079,10,10,28848.0,0
1080,368,7,12904.0,1
1081,7,76,213724.0,0
1082,48,12,16826.0,0
1083,9,32,100525.0,0
1084,185,10,55611.0,6
1085,10,33,62822.0,0
1086,11,67,139931.0,0
1087,11,58,201917.0,0
1088,24,174,496164.0,0
1089,10,31,61770.0,0
1090,9,22,43194.0,0
1091,18,36,157544.0,0
1092,145,59,46249.0,6
1093,7,96,92490.0,0
1094,11,40,120521.0,0
1095,9,46,215952.0,0
1096,177,11,23762.0,6
1097,58,93,49218.0,0
1098,23,15,32738.0,0
1099,20,74,258923.0,0
1100,22,4,5205.0,0
1101,13,29,45817.0,0
1102,13,55,106296.0,0
1103,212,19,37675.0,6
1104,6,174,81863.0,0
1105,77,1,8600.0,6
1106,13,206,430493.0,0
1107,20,20,47496.0,0
1108,10,9,38876.0,0
1109,16,58,101610.0,0
1110,102,5,232600.0,6
1111,52,101,207597.0,0
1112,12,94,200635.0,0
1113,11,80,238153.0,0
1114,58,24,121794.0,0
1115,11,114,923231.0,0
1116,14,17,63374.0,0
1117,58,11,24095.0,0
1118,327,28,26320.0,1
1119,2,77,154078.0,0
1120,13,142,301243.0,0
1121,16,22,38342.0,0
1122,14,30,60914.0,0
1123,83,7,18261.0,6
1124,9,61,130667.0,0
1125,39,32,72383.0,0
1126,12,307,396921.0,2
1127,6,118,346818.0,0
1128,11,338,787206.0,2
1129,15,24,44183.0,0
1130,359,18,63012.0,1
1131,14,104,241264.0,0
1132,10,7,13848.0,0
1133,89,3,18624.0,6
1134,55,36,147650.0,0
1135,14,165,406700.0,0
1136,8,179,2192280.0,2
1137,3,66,158550.0,0
1138,4,154,320137.0,0
1139,8,60,93417.0,0
1140,75,28,61916.0,6
1141,101,16,30381.0,6
1142,205,19,43402.0,6
1143,15,40,78040.0,0
1144,11,15,47906.0,0
1145,2,114,228414.0,0
1146,10,27,114051.0,0
1147,298,21,91094.0,1
1148,18,30,66794.0,0
1149,9,119,327088.0,0
1150,52,17,40374.0,0
1151,326,12,20510.0,1
1152,17,19,48270.0,0
1153,75,43,95215.0,6
1154,13,149,367834.0,0
1155,39,26,48894.0,0
1156,12,126,307474.0,0
1157,15,148,391367.0,0
1158,9,34,78047.0,0
1159,51,18,38358.0,0
1160,50,30,165454.0,0
1161,10,31,60724.0,0
1162,322,7,21663.0,1
1163,54,20,45394.0,0
1164,2,137,234744.0,0
1165,11,45,79053.0,0
1166,24,11,28914.0,0
1167,81,21,46706.0,6
1168,9,27,53560.0,0
1169,173,10,86357.0,6
1170,58,17,48184.0,0
1171,11,59,155477.0,0
1172,295,16,34377.0,1
1173,114,23,71566.0,6
1174,264,31,112988.0,1
1175,174,27,50992.0,6
1176,173,9,22725.0,6
1177,9,7,10592.0,0
1178,18,46,104174.0,0
1179,10,49,115174.0,0
1180,11,45,607342.0,0
1181,81,11,81029.0,6
1182,10,5,10984.0,0
1183,365,3,13024.0,1
1184,3,160,357665.0,0
1185,16,36,90375.0,0
1186,177,39,85597.0,6
1187,15,137,404688.0,0
1188,38,19,344286.0,0
1189,2,30,45266.0,0
1190,13,33,40072.0,0
1191,6,152,127086.0,0
1192,403,5,-11694.0,1
1193,17,92,77954.0,0
1194,22,12,29006.0,0
1195,16,11,21924.0,0
1196,18,35,91898.0,0
1197,152,2,10530.0,6
1198,8,633,1113829.0,2
1199,10,158,361770.0,0
1200,101,15,25157.0,6
1201,200,11,33686.0,6
1202,50,28,53946.0,0
1203,9,340,328724.0,2
1204,209,10,43178.0,6
1205,50,15,36851.0,0
1206,81,54,121590.0,6
1207,10,11,26950.0,0
1208,70,115,240778.0,0
1209,34,112,324582.0,0
1210,29,16,127492.0,0
1211,5,353,884115.0,2
1212,20,13,43429.0,0
1213,20,239,559638.0,0
1214,10,41,199572.0,0
1215,15,16,42763.0,0
1216,20,85,130398.0,0
1217,31,5,10714.0,0
1218,36,125,382113.0,0
1219,4,155,275868.0,0
1220,16,87,179460.0,0
1221,9,212,496567.0,0
1222,208,16,98949.0,6
1223,51,39,258574.0,0
1224,13,47,97239.0,0
1225,11,171,599457.0,0
1226,15,84,408585.0,0
1227,79,30,127459.0,6
1228,203,44,87257.0,6
1229,47,11,40452.0,0
1230,47,34,72658.0,0
1231,81,39,101776.0,6
1232,53,20,112726.0,0
1233,43,162,541332.0,0
1234,11,68,188748.0,0
1235,20,39,86924.0,0
1236,74,22,72623.0,6
1237,137,28,65219.0,6
1238,8,31,77964.0,0
1239,12,16,37972.0,0
1240,63,6,13908.0,0
1241,40,15,57438.0,0
1242,11,243,307161.0,0
1243,12,251,1696418.0,2
1244,8,152,400683.0,0
1245,13,92,65569.0,0
1246,29,66,174196.0,0
1247,78,38,77308.0,6
1248,177,28,17031.0,6
1249,81,93,201742.0,6
1250,9,6,17888.0,0
1251,10,240,434992.0,0
1252,267,21,19192.0,1
1253,18,209,81035.0,0
1254,172,6,195522.0,6
1255,78,13,30426.0,6
1256,38,34,150518.0,0
1257,18,88,50950.0,0
1258,13,505,760433.0,2
1259,9,54,111085.0,0
1260,1,214,1764541.0,2
1261,20,56,27949.0,0
1262,104,4,33890.0,6
1263,66,6,12644.0,0
1264,111,10,79132.0,6
1265,2,1127,1020148.0,2
1266,10,291,860598.0,2
1267,267,8,27568.0,1
1268,5,203,890648.0,2
1269,69,111,1349698.0,0
1270,9,81,235080.0,0
1271,267,7,17433.0,1
1272,10,52,56690.0,0
1273,321,24,29822.0,1
1274,4,331,175218.0,2
1275,9,14,18214.0,0
1276,5,43,131134.0,0
1277,12,46,16265.0,0
1278,17,42,63392.0,0
1279,14,65,118844.0,0
1280,12,12,53136.0,0
1281,9,4,6492.0,0
1282,18,155,119155.0,0
1283,365,29,24900.0,1
1284,5,181,142996.0,0
1285,3,451,612688.0,2
1286,3,70,33412.0,0
1287,9,589,5678995.0,5
1288,58,14,23739.0,0
1289,326,1,8352.0,1
1290,8,217,508321.0,0
1291,20,105,60215.0,0
1292,5,5099,6146204.0,3
1293,9,21,19091.0,0
1294,10,252,420386.0,0
1295,142,26,22838.0,6
1296,81,34,795177.0,6
1297,8,84,175631.0,0
1298,155,21,26096.0,6
1299,90,76,169657.0,6
1300,11,124,361086.0,0
1301,9,35,75231.0,0
1302,26,14,9424.0,0
1303,5,157,704558.0,0
1304,11,11,95357.0,0
1305,9,173,359575.0,0
1306,4,38,213745.0,0
1307,17,15,43651.0,0
1308,9,72,175489.0,0
1309,145,3,13704.0,6
1310,359,1,-2082.0,1
1311,4,161,377047.0,0
1312,85,5,111164.0,6
1313,9,167,362428.0,0
1314,20,15,86422.0,0
1315,12,44,89151.0,0
1316,10,46,90653.0,0
1317,2,52,144699.0,0
1318,293,67,63884.0,1
1319,3,201,531062.0,0
1320,12,30,75351.0,0
1321,2,134,666799.0,0
1322,3,47,127049.0,0
1323,50,26,64788.0,0
1324,4,67,130608.0,0
1325,4,46,106615.0,0
1326,403,22,45056.0,1
1327,143,7,12842.0,6
1328,43,11,414756.0,0
1329,38,240,468219.0,0
1330,57,6,50612.0,0
1331,234,3,16640.0,1
1332,15,40,34154.0,0
1333,9,26,90914.0,0
1334,81,50,96024.0,6
1335,240,52,161084.0,1
1336,267,6,12968.0,1
1337,9,1395,12647317.0,5
1338,20,49,51452.0,0
1339,50,41,86224.0,0
1340,11,1211,685987.0,2
1341,15,108,136553.0,0
1342,174,25,36425.0,6
1343,13,52,297296.0,0
1344,81,29,220734.0,6
1345,17,25,14751.0,0
1346,70,52,66512.0,0
1347,11,58,46170.0,0
1348,45,29,52999.0,0
1349,9,26,18334.0,0
1350,10,164,381795.0,0
1351,298,32,67097.0,1
1352,11,43,66660.0,0
1353,9,325,237192.0,2
1354,50,165,86982.0,0
1355,11,248,498969.0,0
1356,10,24,51181.0,0
1357,332,3,20166.0,1
1358,18,71,255175.0,0
1359,3,277,662591.0,2
1360,2,263,645129.0,2
1361,10,42,106222.0,0
1362,5,604,1409229.0,2
1363,107,8,157596.0,6
1364,112,6,41114.0,6
1365,21,44,79890.0,0
1366,15,2,19752.0,0
1367,61,39,105424.0,0
1368,3,44,19978.0,0
1369,20,38,29749.0,0
1370,240,21,44282.0,1
1371,11,10,17337.0,0
1372,12,88,244389.0,0
1373,19,103,227796.0,0
1374,41,118,280494.0,0
1375,11,9,155680.0,0
1376,9,70,136439.0,0
1377,20,109,244686.0,0
1378,5,59,215044.0,0
1379,3,107,230093.0,0
1380,50,12,26476.0,0
1381,6,7,13646.0,0
1382,46,21,76886.0,0
1383,14,194,456172.0,0
1384,178,41,96639.0,6
1385,11,61,122017.0,0
1386,15,118,130636.0,0
1387,9,73,283495.0,0
1388,27,183,426228.0,0
1389,19,43,179117.0,0
1390,44,54,101174.0,0
1391,14,118,295181.0,0
1392,18,36,167446.0,0
1393,23,159,119867.0,0
1394,13,80,401350.0,0
1395,81,15,63854.0,6
1396,403,9,17633.0,1
1397,329,8,20847.0,1
1398,11,116,283190.0,0
1399,9,42,107479.0,0
1400,44,10,27340.0,0
1401,235,16,34381.0,1
1402,11,148,311405.0,0
1403,15,112,215714.0,0
1404,16,75,182781.0,0
1405,17,20,15917.0,0
1406,293,8,36582.0,1
1407,8,111,245538.0,0
1408,2,78,382408.0,0
1409,264,54,114988.0,1
1410,12,107,408531.0,0
1411,11,112,1554952.0,2
1412,143,5,16202.0,6
1413,51,52,139383.0,0
1414,9,143,345454.0,0
1415,13,19,36422.0,0
1416,111,31,68153.0,6
1417,74,66,148825.0,0
1418,332,29,57851.0,1
1419,137,10,15960.0,6
1420,81,33,75485.0,6
1421,16,29,67670.0,0
1422,11,75,132618.0,0
1423,15,226,493601.0,0
1424,197,8,14544.0,6
1425,4,156,494639.0,0
1426,9,34,65022.0,0
1427,22,27,216966.0,0
1428,16,285,696118.0,2
1429,69,10,33277.0,0
1430,15,17,52158.0,0
1431,38,47,104944.0,0
1432,10,103,276997.0,0
1433,2,238,525477.0,0
1434,17,108,551160.0,0
1435,4,61,137983.0,0
1436,100,6,17356.0,6
1437,10,63,179011.0,0
1438,5,1638,7892625.0,5
1439,19,155,490663.0,0
1440,27,3,6260.0,0
1441,114,16,88401.0,6
1442,45,27,24304.0,0
1443,12,110,232408.0,0
1444,54,35,252082.0,0
1445,15,180,406460.0,0
1446,9,123,310204.0,0
1447,16,27,27034.0,0
1448,11,87,211767.0,0
1449,111,8,26668.0,6
1450,13,104,294597.0,0
1451,40,24,65239.0,0
1452,19,42,48067.0,0
1453,19,123,268579.0,0
1454,75,41,69313.0,6
1455,16,9,20787.0,0
1456,104,12,37517.0,6
1457,17,269,645532.0,2
1458,127,28,57222.0,6
1459,10,26,110761.0,0
1460,10,19,38062.0,0
1461,11,163,343200.0,0
1462,11,63,67259.0,0
1463,17,90,248572.0,0
1464,44,34,76075.0,0
1465,240,17,35902.0,1
1466,45,6,15558.0,0
1467,15,130,286226.0,0
1468,9,23,81766.0,0
1469,12,71,110450.0,0
1470,39,6,14778.0,0
1471,12,60,127255.0,0
1472,264,18,49797.0,1
1473,20,31,18220.0,0
1474,17,21,35912.0,0
1475,257,1,5136.0,1
1476,13,47,129929.0,0
1477,45,6,13498.0,0
1478,6,9,27672.0,0
1479,368,11,23380.0,1
1480,61,38,78478.0,0
1481,50,41,29939.0,0
1482,20,58,106546.0,0
1483,9,118,269098.0,0
1484,23,41,21284.0,0
1485,14,69,452903.0,0
1486,9,533,1145846.0,2
1487,293,8,17560.0,1
1488,296,4,11970.0,1
1489,359,4,8157.0,1
1490,14,75,35113.0,0
1491,75,11,66077.0,6
1492,50,46,50804.0,0
1493,53,56,29008.0,0
1494,27,131,127119.0,0
1495,10,59,164687.0,0
1496,25,14,29451.0,0
1497,299,7,17106.0,1
1498,9,140,213477.0,0
1499,9,191,421159.0,0
1500,10,62,136732.0,0
1501,9,291,556871.0,2
1502,45,5,7542.0,0
1503,3,353,429438.0,2
1504,10,73,59115.0,0
1505,3,95,372035.0,0
1506,146,26,78443.0,6
1507,5,183,640135.0,0
1508,16,26,172065.0,0
1509,9,104,192172.0,0
1510,121,8,17617.0,6
1511,16,75,289254.0,0
1512,14,107,347933.0,0
1513,12,54,259829.0,0
1514,11,285,71297.0,0
1515,48,14,117732.0,0
1516,9,45,115599.0,0
1517,364,23,15742.0,1
1518,41,98,286537.0,0
1519,2,612,726424.0,2
1520,26,14,58676.0,0
1521,4,124,278777.0,0
1522,10,206,129563.0,0
1523,41,30,54767.0,0
1524,61,27,99077.0,0
1525,1,222,567388.0,0
1526,15,3,33816.0,0
1527,26,1,34944.0,0
1528,9,264,494059.0,2
1529,10,17,47024.0,0
1530,8,148,147835.0,0
1531,18,22,45964.0,0
1532,10,382,323693.0,2
1533,28,12,161344.0,0
1534,11,9,15645.0,0
1535,367,5,9228.0,1
1536,109,9,18894.0,6
1537,293,32,293010.0,1
1538,51,55,263435.0,0
1539,2,59,175945.0,0
1540,8,68,182059.0,0
1541,18,98,193153.0,0
1542,1,292,147299.0,0
1543,20,70,145039.0,0
1544,130,20,41384.0,6
1545,10,258,126183.0,0
1546,181,40,60870.0,6
1547,10,109,81945.0,0
1548,11,62,32055.0,0
1549,14,22,13828.0,0
1550,6,974,442142.0,2
1551,18,4,15568.0,0
1552,13,37,221540.0,0
1553,48,17,71583.0,0
1554,149,179,253190.0,6
1555,12,244,239324.0,0
1556,133,6,61795.0,6
1557,16,130,128286.0,0
1558,9,72,280035.0,0
1559,20,90,74019.0,0
1560,20,43,57391.0,0
1561,14,281,251361.0,0
1562,82,7,24418.0,6
1563,50,30,59883.0,0
1564,14,46,110705.0,0
1565,199,19,28023.0,6
1566,20,11,175010.0,0
1567,77,18,38428.0,6
1568,20,13,32480.0,0
1569,135,30,90227.0,6
1570,9,144,287824.0,0
1571,78,10,16961.0,6
1572,52,14,40440.0,0
1573,39,47,19926.0,0
1574,11,145,152194.0,0
1575,10,49,140106.0,0
1576,208,30,62774.0,6
1577,176,17,42777.0,6
1578,8,123,296979.0,0
1579,26,7,19152.0,0
1580,52,6,16136.0,0
1581,48,19,64204.0,0
1582,18,31,58171.0,0
1583,44,193,248906.0,0
1584,17,194,108074.0,0
1585,89,7,42345.0,6
1586,44,12,27165.0,0
1587,9,630,305206.0,2
1588,4,164,452984.0,0
1589,16,107,83233.0,0
1590,15,803,719490.0,2
1591,10,316,237251.0,2
1592,17,98,162433.0,0
1593,11,57,33235.0,0
1594,9,71,166959.0,0
1595,14,23,34334.0,0
1596,200,18,52989.0,6
1597,10,73,139457.0,0
1598,10,101,264900.0,0
1599,37,18,38560.0,0
1600,10,16,35220.0,0
1601,5,4,36978.0,0
1602,11,17,115313.0,0
1603,114,12,40506.0,6
1604,17,203,222070.0,0
1605,12,297,564411.0,2
1606,3,1008,885087.0,2
1607,9,18,54920.0,0
1608,10,229,79035.0,0
1609,11,216,370024.0,0
1610,108,64,113282.0,6
1611,10,63,330088.0,0
1612,3,556,520416.0,2
1613,10,333,367480.0,2
1614,260,19,19192.0,1
1615,58,10,41700.0,0
1616,40,19,45958.0,0
1617,20,32,80631.0,0
1618,48,76,123707.0,0
1619,15,111,178550.0,0
1620,44,5,11411.0,0
1621,5,100,325367.0,0
1622,25,114,276356.0,0
1623,6,417,314697.0,2
1624,4,367,525622.0,2
1625,155,4,72480.0,6
1626,48,56,37940.0,0
1627,20,48,99340.0,0
1628,20,10,24943.0,0
1629,13,58,20448.0,0
1630,9,113,110956.0,0
1631,20,216,306003.0,0
1632,48,21,40579.0,0
1633,10,29,39174.0,0
1634,10,76,278995.0,0
1635,14,69,155530.0,0
1636,4,445,555971.0,2
1637,11,129,385821.0,0
1638,113,4,167200.0,6
1639,42,34,175452.0,0
1640,3,12,28144.0,0
1641,17,28,25610.0,0
1642,6,273,348386.0,0
1643,14,241,187135.0,0
1644,587,1,4392.0,1
1645,20,123,105074.0,0
1646,4,24,32711.0,0
1647,21,17,21507.0,0
1648,100,6,15354.0,6
1649,6,330,142588.0,2
1650,14,101,123354.0,0
1651,51,29,20956.0,0
1652,17,27,28338.0,0
1653,14,384,197528.0,2
1654,403,3,4386.0,1
1655,15,197,206573.0,0
1656,9,164,77649.0,0
1657,22,152,79154.0,0
1658,8,53,46017.0,0
1659,10,102,226026.0,0
1660,20,55,116019.0,0
1661,50,50,31473.0,0
1662,48,25,45334.0,0
1663,20,7,27996.0,0
1664,47,2,74400.0,0
1665,2,2779,1456355.0,2
1666,20,80,1453178.0,0
1667,5,20,205119.0,0
1668,149,3,204930.0,6
1669,170,3,43984.0,6
1670,20,17,67332.0,0
1671,16,22,44495.0,0
1672,47,30,50633.0,0
1673,2,96,234223.0,0
1674,14,21,38409.0,0
1675,9,134,107347.0,0
1676,60,13,29593.0,0
1677,136,57,101211.0,6
1678,10,126,340774.0,0
1679,48,5,-2353.0,0
1680,16,24,78302.0,0
1681,5,153,114352.0,0
1682,52,41,127888.0,0
1683,264,8,16714.0,1
1684,267,20,39890.0,1
1685,9,28,75005.0,0
1686,51,16,53641.0,0
1687,12,175,365394.0,0
1688,10,113,242480.0,0
1689,23,7,16182.0,0
1690,63,2,9908.0,0
1691,173,34,105934.0,6
1692,10,29,89714.0,0
1693,13,30,77363.0,0
1694,3,2053,35536194.0,4
1695,203,30,27552.0,6
1696,5,199,191337.0,0
1697,10,102,83133.0,0
1698,81,29,13846.0,6
1699,2,236,246076.0,0
1700,7,50,252319.0,0
1701,47,80,35462.0,0
1702,13,127,106397.0,0
1703,6,29,26782.0,0
1704,9,259,303005.0,0
1705,87,30,41033.0,6
1706,27,4,12447.0,0
1707,9,168,107056.0,0
1708,9,99,86035.0,0
1709,10,117,147233.0,0
1710,25,13,26097.0,0
1711,9,575,1179769.0,2
1712,19,170,168178.0,0
1713,17,132,56488.0,0
1714,19,61,100905.0,0
1715,4,74,226239.0,0
1716,20,102,79289.0,0
1717,32,44,379844.0,0
1718,372,1,-315.0,1
1719,11,314,3423657.0,2
1720,216,7,53090.0,6
1721,105,2,9472.0,6
1722,15,421,165839.0,2
1723,111,15,81994.0,6
1724,8,358,684289.0,2
1725,209,13,15043.0,6
1726,13,54,44825.0,0
1727,9,71,246838.0,0
1728,142,69,73629.0,6
1729,265,8,18819.0,1
1730,5,133,302655.0,0
1731,15,22,30584.0,0
1732,2,210,156588.0,0
1733,76,8,14899.0,6
1734,9,115,292277.0,0
1735,16,350,294095.0,2
1736,2,348,404083.0,2
1737,20,22,39919.0,0
1738,20,414,207627.0,2
1739,258,1,25300.0,1
1740,3,29,134183.0,0
1741,9,197,611321.0,0
1742,10,139,79226.0,0
1743,11,359,330237.0,2
1744,31,25,107659.0,0
1745,9,341,341471.0,2
1746,26,10,20408.0,0
1747,26,71,116581.0,0
1748,50,55,69040.0,0
1749,2,238,213175.0,0
1750,7,37,77497.0,0
1751,148,29,23305.0,6
1752,9,277,149254.0,0
1753,25,52,104020.0,0
1754,17,10,30342.0,0
1755,403,71,41251.0,1
1756,2,501,258769.0,2
1757,15,45,51641.0,0
1758,9,149,349768.0,0
1759,18,216,1130843.0,2
1760,5,204,692945.0,0
1761,8,17,136049.0,0
1762,40,56,158793.0,0
1763,5,61,586519.0,0
